SalesKey,TransactionId,DateKey,TimeKey,CustomerKey,ShopKey,MenuItemKey,Quantity,UnitPrice,TotalAmount,LoyaltyPointsEarned,LoyaltyPointsRedeemed,PaymentMethod,Size,SourceSystem,CreatedAt
465,txn-000465,20250801,160800,256,5,3,4,2.75,11.00,3,2,Mobile Pay,Small,CosmosDB,2025-08-01 16:08:00.000
466,txn-000466,20250802,54000,119,17,8,1,4.50,4.50,5,2,Gift Card,Large,CosmosDB,2025-08-02 05:40:00.000
467,txn-000467,20250801,180600,298,14,18,4,7.00,28.00,4,3,Debit Card,Medium,CosmosDB,2025-08-01 18:06:00.000
468,txn-000468,20250803,123000,488,15,16,2,5.75,11.50,0,0,Mobile Pay,Small,CosmosDB,2025-08-03 12:30:00.000
469,txn-000469,20250804,124500,55,16,4,1,4.75,4.75,3,0,Credit Card,Medium,CosmosDB,2025-08-04 12:45:00.000
470,txn-000470,20250801,162500,441,8,17,1,8.25,8.25,0,3,Credit Card,Medium,CosmosDB,2025-08-01 16:25:00.000
471,txn-000471,20250801,234100,138,14,15,1,4.75,4.75,0,0,Gift Card,Small,CosmosDB,2025-08-01 23:41:00.000
472,txn-000472,20250802,53400,208,16,7,2,5.75,11.50,0,3,Debit Card,Large,CosmosDB,2025-08-02 05:34:00.000
473,txn-000473,20250804,72300,89,9,11,1,3.75,3.75,4,0,Credit Card,Large,CosmosDB,2025-08-04 07:23:00.000
474,txn-000474,20250802,152200,462,17,6,2,4.00,8.00,3,0,Cash,Small,CosmosDB,2025-08-02 15:22:00.000
475,txn-000475,20250804,80800,257,12,10,1,3.75,3.75,5,1,Credit Card,Small,CosmosDB,2025-08-04 08:08:00.000
476,txn-000476,20250802,170500,473,11,6,3,4.75,14.25,5,2,Cash,Medium,CosmosDB,2025-08-02 17:05:00.000
477,txn-000477,20250802,44100,261,5,8,4,3.50,14.00,5,1,Gift Card,Medium,CosmosDB,2025-08-02 04:41:00.000
478,txn-000478,20250804,44100,36,9,15,1,6.25,6.25,2,0,Debit Card,Large,CosmosDB,2025-08-04 04:41:00.000
479,txn-000479,20250803,215300,471,20,20,2,3.00,6.00,0,2,Cash,Medium,CosmosDB,2025-08-03 21:53:00.000
480,txn-000480,20250804,101500,476,3,19,4,2.00,8.00,5,1,Cash,Medium,CosmosDB,2025-08-04 10:15:00.000
481,txn-000481,20250802,63200,478,5,7,4,4.50,18.00,4,3,Mobile Pay,Medium,CosmosDB,2025-08-02 06:32:00.000
482,txn-000482,20250801,210300,490,5,7,3,3.50,10.50,1,3,Cash,Small,CosmosDB,2025-08-01 21:03:00.000
483,txn-000483,20250802,115800,384,2,20,2,3.00,6.00,1,1,Credit Card,Small,CosmosDB,2025-08-02 11:58:00.000
484,txn-000484,20250802,5200,27,6,12,4,3.75,15.00,1,1,Gift Card,Medium,CosmosDB,2025-08-02 00:52:00.000
485,txn-000485,20250804,82800,28,16,20,3,3.00,9.00,1,3,Gift Card,Small,CosmosDB,2025-08-04 08:28:00.000
486,txn-000486,20250801,211200,190,3,2,4,3.25,13.00,3,1,Cash,Small,CosmosDB,2025-08-01 21:12:00.000
487,txn-000487,20250804,120500,193,15,10,3,5.50,16.50,1,2,Mobile Pay,Large,CosmosDB,2025-08-04 12:05:00.000
488,txn-000488,20250804,52700,40,13,9,4,5.50,22.00,2,2,Debit Card,Large,CosmosDB,2025-08-04 05:27:00.000
489,txn-000489,20250804,11600,498,13,10,2,3.75,7.50,3,3,Cash,Small,CosmosDB,2025-08-04 01:16:00.000
490,txn-000490,20250803,154000,291,15,2,2,5.25,10.50,3,0,Debit Card,Large,CosmosDB,2025-08-03 15:40:00.000
491,txn-000491,20250802,44400,199,10,4,4,3.75,15.00,5,1,Credit Card,Small,CosmosDB,2025-08-02 04:44:00.000
492,txn-000492,20250801,113200,320,5,8,4,4.50,18.00,4,2,Mobile Pay,Large,CosmosDB,2025-08-01 11:32:00.000
493,txn-000493,20250804,50100,134,17,13,1,1.75,1.75,3,3,Gift Card,Small,CosmosDB,2025-08-04 05:01:00.000
494,txn-000494,20250802,75200,352,3,15,3,6.25,18.75,0,0,Cash,Large,CosmosDB,2025-08-02 07:52:00.000
495,txn-000495,20250803,80800,278,14,9,3,5.25,15.75,4,0,Mobile Pay,Large,CosmosDB,2025-08-03 08:08:00.000
496,txn-000496,20250804,24000,312,11,16,3,7.25,21.75,3,0,Debit Card,Large,CosmosDB,2025-08-04 02:40:00.000
497,txn-000497,20250803,123900,41,18,6,4,6.00,24.00,3,1,Credit Card,Large,CosmosDB,2025-08-03 12:39:00.000
498,txn-000498,20250802,24400,364,16,17,1,8.00,8.00,3,3,Credit Card,Medium,CosmosDB,2025-08-02 02:44:00.000
499,txn-000499,20250804,34800,483,14,7,2,4.50,9.00,0,0,Gift Card,Medium,CosmosDB,2025-08-04 03:48:00.000
500,txn-000500,20250803,200300,265,6,7,2,3.50,7.00,5,0,Debit Card,Small,CosmosDB,2025-08-03 20:03:00.000
501,txn-000501,20250804,31400,252,4,20,1,4.50,4.50,4,1,Gift Card,Large,CosmosDB,2025-08-04 03:14:00.000
502,txn-000502,20250801,94500,226,19,4,2,5.75,11.50,0,1,Credit Card,Large,CosmosDB,2025-08-01 09:45:00.000
503,txn-000503,20250803,184100,290,20,1,1,4.00,4.00,5,0,Mobile Pay,Medium,CosmosDB,2025-08-03 18:41:00.000
504,txn-000504,20250803,151300,297,4,3,2,4.25,8.50,2,1,Gift Card,Large,CosmosDB,2025-08-03 15:13:00.000
505,txn-000505,20250801,104900,308,11,18,1,6.25,6.25,2,2,Debit Card,Small,CosmosDB,2025-08-01 10:49:00.000
506,txn-000506,20250804,113100,204,16,20,2,3.00,6.00,1,1,Mobile Pay,Small,CosmosDB,2025-08-04 11:31:00.000
507,txn-000507,20250804,135300,188,5,10,1,3.75,3.75,4,0,Mobile Pay,Small,CosmosDB,2025-08-04 13:53:00.000
508,txn-000508,20250802,201400,40,13,1,1,5.00,5.00,5,2,Mobile Pay,Large,CosmosDB,2025-08-02 20:14:00.000
509,txn-000509,20250803,133100,265,16,3,2,4.25,8.50,3,0,Gift Card,Large,CosmosDB,2025-08-03 13:31:00.000
510,txn-000510,20250804,34400,58,14,18,4,7.00,28.00,5,3,Credit Card,Medium,CosmosDB,2025-08-04 03:44:00.000
511,txn-000511,20250804,135100,500,9,16,4,7.25,29.00,1,2,Debit Card,Large,CosmosDB,2025-08-04 13:51:00.000
512,txn-000512,20250804,110300,454,8,14,2,2.00,4.00,2,2,Debit Card,Small,CosmosDB,2025-08-04 11:03:00.000
513,txn-000513,20250804,133200,291,1,1,1,3.75,3.75,4,1,Credit Card,Medium,CosmosDB,2025-08-04 13:32:00.000
514,txn-000514,20250802,4100,347,5,10,1,5.25,5.25,5,1,Debit Card,Large,CosmosDB,2025-08-02 00:41:00.000
515,txn-000515,20250801,160100,427,1,18,3,6.25,18.75,5,0,Credit Card,Small,CosmosDB,2025-08-01 16:01:00.000
516,txn-000516,20250802,25400,281,16,9,4,3.50,14.00,1,1,Mobile Pay,Small,CosmosDB,2025-08-02 02:54:00.000
517,txn-000517,20250802,40700,420,10,15,1,4.50,4.50,3,2,Debit Card,Small,CosmosDB,2025-08-02 04:07:00.000
518,txn-000518,20250801,95700,86,9,11,3,2.25,6.75,2,3,Mobile Pay,Small,CosmosDB,2025-08-01 09:57:00.000
519,txn-000519,20250803,2900,45,9,20,4,3.00,12.00,3,1,Cash,Medium,CosmosDB,2025-08-03 00:29:00.000
520,txn-000520,20250802,160800,454,1,5,3,4.50,13.50,5,2,Cash,Medium,CosmosDB,2025-08-02 16:08:00.000
521,txn-000521,20250802,95400,229,19,14,4,3.50,14.00,0,1,Credit Card,Large,CosmosDB,2025-08-02 09:54:00.000
522,txn-000522,20250804,44600,16,10,15,2,4.75,9.50,4,2,Cash,Small,CosmosDB,2025-08-04 04:46:00.000
523,txn-000523,20250801,220900,297,10,9,1,3.75,3.75,2,2,Debit Card,Small,CosmosDB,2025-08-01 22:09:00.000
524,txn-000524,20250802,183600,407,18,18,1,6.25,6.25,3,0,Credit Card,Small,CosmosDB,2025-08-02 18:36:00.000
525,txn-000525,20250802,95000,368,9,11,4,3.00,12.00,0,0,Credit Card,Medium,CosmosDB,2025-08-02 09:50:00.000
526,txn-000526,20250803,45000,384,19,4,4,3.50,14.00,4,3,Mobile Pay,Small,CosmosDB,2025-08-03 04:50:00.000
527,txn-000527,20250803,62600,160,7,15,1,5.75,5.75,1,1,Gift Card,Medium,CosmosDB,2025-08-03 06:26:00.000
528,txn-000528,20250802,54400,317,4,14,4,2.75,11.00,3,0,Credit Card,Medium,CosmosDB,2025-08-02 05:44:00.000
529,txn-000529,20250804,92100,71,9,16,1,5.75,5.75,1,0,Mobile Pay,Small,CosmosDB,2025-08-04 09:21:00.000
530,txn-000530,20250802,25500,374,15,5,4,3.50,14.00,5,2,Mobile Pay,Small,CosmosDB,2025-08-02 02:55:00.000
531,txn-000531,20250802,100200,404,15,11,1,3.00,3.00,5,3,Credit Card,Medium,CosmosDB,2025-08-02 10:02:00.000
532,txn-000532,20250803,145200,374,18,1,3,4.00,12.00,5,0,Mobile Pay,Medium,CosmosDB,2025-08-03 14:52:00.000
533,txn-000533,20250803,10400,327,4,17,4,9.00,36.00,2,0,Gift Card,Large,CosmosDB,2025-08-03 01:04:00.000
534,txn-000534,20250803,103000,238,10,7,3,4.50,13.50,5,3,Cash,Medium,CosmosDB,2025-08-03 10:30:00.000
535,txn-000535,20250803,72900,332,5,11,2,2.25,4.50,0,0,Cash,Small,CosmosDB,2025-08-03 07:29:00.000
536,txn-000536,20250802,12600,90,5,3,3,3.50,10.50,2,3,Cash,Medium,CosmosDB,2025-08-02 01:26:00.000
537,txn-000537,20250803,201400,194,3,13,2,1.75,3.50,3,2,Debit Card,Small,CosmosDB,2025-08-03 20:14:00.000
538,txn-000538,20250803,174600,114,3,20,3,4.50,13.50,3,0,Debit Card,Large,CosmosDB,2025-08-03 17:46:00.000
539,txn-000539,20250802,54500,97,19,3,2,3.50,7.00,2,0,Cash,Medium,CosmosDB,2025-08-02 05:45:00.000
540,txn-000540,20250803,3300,318,10,6,1,4.00,4.00,2,2,Mobile Pay,Small,CosmosDB,2025-08-03 00:33:00.000
541,txn-000541,20250803,13100,189,9,8,4,2.50,10.00,1,0,Debit Card,Small,CosmosDB,2025-08-03 01:31:00.000
542,txn-000542,20250803,230900,194,12,9,1,5.25,5.25,0,1,Mobile Pay,Large,CosmosDB,2025-08-03 23:09:00.000
543,txn-000543,20250801,71000,224,17,4,2,5.75,11.50,5,1,Gift Card,Large,CosmosDB,2025-08-01 07:10:00.000
544,txn-000544,20250802,134800,25,5,15,4,5.50,22.00,5,2,Mobile Pay,Medium,CosmosDB,2025-08-02 13:48:00.000
545,txn-000545,20250802,193500,17,19,15,2,6.25,12.50,0,2,Cash,Large,CosmosDB,2025-08-02 19:35:00.000
546,txn-000546,20250804,73600,274,3,16,4,6.75,27.00,3,1,Gift Card,Medium,CosmosDB,2025-08-04 07:36:00.000
547,txn-000547,20250803,20400,303,17,15,2,5.50,11.00,1,1,Gift Card,Medium,CosmosDB,2025-08-03 02:04:00.000
548,txn-000548,20250803,5000,183,8,11,2,3.00,6.00,4,0,Credit Card,Medium,CosmosDB,2025-08-03 00:50:00.000
549,txn-000549,20250802,200200,146,17,9,3,3.50,10.50,1,2,Credit Card,Small,CosmosDB,2025-08-02 20:02:00.000
550,txn-000550,20250801,73700,444,15,2,1,5.25,5.25,5,1,Debit Card,Large,CosmosDB,2025-08-01 07:37:00.000
551,txn-000551,20250803,221500,444,5,6,1,4.00,4.00,1,3,Debit Card,Small,CosmosDB,2025-08-03 22:15:00.000
552,txn-000552,20250803,50300,1,4,10,3,3.75,11.25,1,0,Gift Card,Small,CosmosDB,2025-08-03 05:03:00.000
553,txn-000553,20250803,214700,288,15,2,1,5.25,5.25,0,3,Debit Card,Large,CosmosDB,2025-08-03 21:47:00.000
554,txn-000554,20250803,195800,302,17,6,3,6.00,18.00,2,3,Mobile Pay,Large,CosmosDB,2025-08-03 19:58:00.000
555,txn-000555,20250804,42100,499,14,5,1,3.50,3.50,3,0,Mobile Pay,Small,CosmosDB,2025-08-04 04:21:00.000
556,txn-000556,20250803,40900,246,15,16,3,6.50,19.50,5,2,Credit Card,Medium,CosmosDB,2025-08-03 04:09:00.000
557,txn-000557,20250802,124400,269,4,14,2,3.50,7.00,1,1,Gift Card,Large,CosmosDB,2025-08-02 12:44:00.000
558,txn-000558,20250801,184800,194,4,19,4,2.00,8.00,2,2,Mobile Pay,Medium,CosmosDB,2025-08-01 18:48:00.000
559,txn-000559,20250803,23100,490,8,6,1,5.00,5.00,5,2,Gift Card,Medium,CosmosDB,2025-08-03 02:31:00.000
560,txn-000560,20250803,201700,196,5,2,3,5.25,15.75,2,2,Credit Card,Large,CosmosDB,2025-08-03 20:17:00.000
561,txn-000561,20250804,73200,413,12,17,2,8.00,16.00,0,3,Debit Card,Medium,CosmosDB,2025-08-04 07:32:00.000
562,txn-000562,20250804,102800,264,13,12,2,2.75,5.50,5,1,Mobile Pay,Small,CosmosDB,2025-08-04 10:28:00.000
563,txn-000563,20250801,223100,241,7,20,2,2.75,5.50,0,2,Mobile Pay,Medium,CosmosDB,2025-08-01 22:31:00.000
564,txn-000564,20250802,161400,110,6,13,1,1.75,1.75,4,2,Cash,Small,CosmosDB,2025-08-02 16:14:00.000
565,txn-000565,20250804,113100,331,5,12,4,2.75,11.00,4,3,Cash,Small,CosmosDB,2025-08-04 11:31:00.000
566,txn-000566,20250802,300,170,9,2,4,4.25,17.00,2,2,Credit Card,Medium,CosmosDB,2025-08-02 00:03:00.000
567,txn-000567,20250802,162000,92,10,7,3,4.50,13.50,5,1,Mobile Pay,Medium,CosmosDB,2025-08-02 16:20:00.000
568,txn-000568,20250802,80000,167,10,20,3,2.75,8.25,4,0,Gift Card,Medium,CosmosDB,2025-08-02 08:00:00.000
569,txn-000569,20250802,201600,339,14,13,2,2.50,5.00,4,0,Credit Card,Medium,CosmosDB,2025-08-02 20:16:00.000
570,txn-000570,20250802,103300,435,3,7,3,5.50,16.50,5,0,Gift Card,Large,CosmosDB,2025-08-02 10:33:00.000
571,txn-000571,20250804,63400,311,5,6,1,5.00,5.00,0,2,Credit Card,Medium,CosmosDB,2025-08-04 06:34:00.000
572,txn-000572,20250803,35000,420,1,9,3,5.25,15.75,1,3,Credit Card,Large,CosmosDB,2025-08-03 03:50:00.000
573,txn-000573,20250801,64600,481,20,17,4,8.00,32.00,4,1,Gift Card,Medium,CosmosDB,2025-08-01 06:46:00.000
574,txn-000574,20250802,215800,80,4,2,3,4.25,12.75,0,1,Debit Card,Medium,CosmosDB,2025-08-02 21:58:00.000
575,txn-000575,20250804,1700,379,16,5,1,3.50,3.50,1,0,Debit Card,Small,CosmosDB,2025-08-04 00:17:00.000
576,txn-000576,20250803,175600,285,8,8,2,3.25,6.50,0,3,Credit Card,Medium,CosmosDB,2025-08-03 17:56:00.000
577,txn-000577,20250801,205300,433,13,10,1,4.50,4.50,0,2,Credit Card,Medium,CosmosDB,2025-08-01 20:53:00.000
578,txn-000578,20250802,132200,359,7,18,4,6.25,25.00,1,3,Cash,Small,CosmosDB,2025-08-02 13:22:00.000
579,txn-000579,20250804,35600,66,3,14,1,2.75,2.75,4,0,Credit Card,Medium,CosmosDB,2025-08-04 03:56:00.000
580,txn-000580,20250802,134800,137,3,8,2,3.50,7.00,1,0,Cash,Medium,CosmosDB,2025-08-02 13:48:00.000
581,txn-000581,20250802,225300,77,9,2,2,3.25,6.50,5,0,Debit Card,Small,CosmosDB,2025-08-02 22:53:00.000
582,txn-000582,20250801,172400,404,10,14,3,2.75,8.25,5,2,Cash,Medium,CosmosDB,2025-08-01 17:24:00.000
583,txn-000583,20250803,62500,114,20,18,3,7.75,23.25,3,1,Gift Card,Large,CosmosDB,2025-08-03 06:25:00.000
584,txn-000584,20250802,22900,171,3,18,2,7.75,15.50,0,0,Debit Card,Large,CosmosDB,2025-08-02 02:29:00.000
585,txn-000585,20250804,22700,401,18,9,2,5.25,10.50,2,1,Credit Card,Large,CosmosDB,2025-08-04 02:27:00.000
586,txn-000586,20250802,131800,59,2,11,1,3.75,3.75,0,3,Credit Card,Large,CosmosDB,2025-08-02 13:18:00.000
587,txn-000587,20250802,181800,275,1,17,4,8.75,35.00,1,3,Credit Card,Large,CosmosDB,2025-08-02 18:18:00.000
588,txn-000588,20250802,180800,306,16,8,1,2.50,2.50,0,2,Credit Card,Small,CosmosDB,2025-08-02 18:08:00.000
589,txn-000589,20250804,32300,333,3,5,1,3.50,3.50,3,0,Credit Card,Small,CosmosDB,2025-08-04 03:23:00.000
590,txn-000590,20250802,125800,66,6,18,3,7.75,23.25,5,3,Cash,Large,CosmosDB,2025-08-02 12:58:00.000
591,txn-000591,20250802,112800,224,11,9,3,5.50,16.50,2,1,Debit Card,Large,CosmosDB,2025-08-02 11:28:00.000
592,txn-000592,20250802,201000,275,12,14,3,3.50,10.50,1,2,Cash,Large,CosmosDB,2025-08-02 20:10:00.000
593,txn-000593,20250804,72600,15,8,13,2,1.75,3.50,0,1,Cash,Small,CosmosDB,2025-08-04 07:26:00.000
594,txn-000594,20250803,112000,371,13,20,3,4.50,13.50,2,0,Credit Card,Large,CosmosDB,2025-08-03 11:20:00.000
595,txn-000595,20250802,61400,151,17,10,1,3.75,3.75,5,0,Cash,Small,CosmosDB,2025-08-02 06:14:00.000
596,txn-000596,20250801,185600,259,14,20,3,4.50,13.50,5,2,Credit Card,Large,CosmosDB,2025-08-01 18:56:00.000
597,txn-000597,20250803,203700,385,7,18,2,6.00,12.00,2,0,Debit Card,Small,CosmosDB,2025-08-03 20:37:00.000
598,txn-000598,20250802,134000,9,10,15,2,4.75,9.50,4,3,Gift Card,Small,CosmosDB,2025-08-02 13:40:00.000
599,txn-000599,20250801,161300,197,17,19,4,1.25,5.00,5,3,Cash,Small,CosmosDB,2025-08-01 16:13:00.000
600,txn-000600,20250803,133200,371,5,1,1,3.25,3.25,5,3,Cash,Small,CosmosDB,2025-08-03 13:32:00.000
601,txn-000601,20250803,40800,143,9,12,2,4.25,8.50,3,3,Mobile Pay,Large,CosmosDB,2025-08-03 04:08:00.000
602,txn-000602,20250801,171400,349,1,7,2,5.50,11.00,1,2,Credit Card,Large,CosmosDB,2025-08-01 17:14:00.000
603,txn-000603,20250802,55900,326,6,11,2,3.00,6.00,4,1,Credit Card,Medium,CosmosDB,2025-08-02 05:59:00.000
604,txn-000604,20250802,115000,65,17,1,2,3.75,7.50,0,1,Cash,Medium,CosmosDB,2025-08-02 11:50:00.000
605,txn-000605,20250801,60000,350,2,16,1,5.75,5.75,2,2,Gift Card,Small,CosmosDB,2025-08-01 06:00:00.000
606,txn-000606,20250803,11000,137,6,7,2,3.50,7.00,1,2,Credit Card,Small,CosmosDB,2025-08-03 01:10:00.000
607,txn-000607,20250801,174700,26,12,20,2,3.00,6.00,4,2,Credit Card,Small,CosmosDB,2025-08-01 17:47:00.000
608,txn-000608,20250801,153100,176,18,4,1,4.75,4.75,1,3,Debit Card,Medium,CosmosDB,2025-08-01 15:31:00.000
609,txn-000609,20250801,132000,50,12,19,2,2.75,5.50,2,1,Debit Card,Large,CosmosDB,2025-08-01 13:20:00.000
610,txn-000610,20250802,64200,268,4,13,4,3.25,13.00,4,3,Credit Card,Large,CosmosDB,2025-08-02 06:42:00.000
611,txn-000611,20250803,114400,76,17,11,3,2.25,6.75,4,3,Mobile Pay,Small,CosmosDB,2025-08-03 11:44:00.000
612,txn-000612,20250802,53900,377,6,6,2,6.25,12.50,2,2,Debit Card,Large,CosmosDB,2025-08-02 05:39:00.000
613,txn-000613,20250802,210400,495,4,4,1,4.75,4.75,2,2,Gift Card,Medium,CosmosDB,2025-08-02 21:04:00.000
614,txn-000614,20250804,71000,400,14,12,3,4.25,12.75,2,2,Credit Card,Large,CosmosDB,2025-08-04 07:10:00.000
615,txn-000615,20250803,142100,258,20,6,3,4.00,12.00,1,0,Debit Card,Small,CosmosDB,2025-08-03 14:21:00.000
616,txn-000616,20250801,62700,175,11,4,1,4.75,4.75,3,2,Mobile Pay,Medium,CosmosDB,2025-08-01 06:27:00.000
617,txn-000617,20250802,80800,229,13,7,1,4.50,4.50,3,0,Mobile Pay,Medium,CosmosDB,2025-08-02 08:08:00.000
618,txn-000618,20250803,133700,285,2,16,1,6.00,6.00,3,1,Gift Card,Small,CosmosDB,2025-08-03 13:37:00.000
619,txn-000619,20250802,72100,229,7,10,1,4.00,4.00,5,0,Mobile Pay,Small,CosmosDB,2025-08-02 07:21:00.000
620,txn-000620,20250801,84700,160,11,20,4,4.75,19.00,0,1,Gift Card,Large,CosmosDB,2025-08-01 08:47:00.000
621,txn-000621,20250802,204900,296,5,11,3,3.75,11.25,3,2,Cash,Large,CosmosDB,2025-08-02 20:49:00.000
622,txn-000622,20250804,133900,384,8,13,2,2.25,4.50,1,3,Mobile Pay,Medium,CosmosDB,2025-08-04 13:39:00.000
623,txn-000623,20250801,201800,97,16,9,1,4.25,4.25,0,2,Credit Card,Medium,CosmosDB,2025-08-01 20:18:00.000
624,txn-000624,20250801,113000,351,13,11,1,3.00,3.00,4,3,Debit Card,Medium,CosmosDB,2025-08-01 11:30:00.000
625,txn-000625,20250803,52300,32,13,7,1,3.75,3.75,2,3,Gift Card,Small,CosmosDB,2025-08-03 05:23:00.000
626,txn-000626,20250804,62800,389,13,18,1,6.25,6.25,5,0,Credit Card,Small,CosmosDB,2025-08-04 06:28:00.000
627,txn-000627,20250801,80100,103,17,6,4,5.25,21.00,0,3,Credit Card,Medium,CosmosDB,2025-08-01 08:01:00.000
628,txn-000628,20250803,112200,274,6,16,3,6.50,19.50,3,3,Cash,Medium,CosmosDB,2025-08-03 11:22:00.000
629,txn-000629,20250801,153600,254,13,20,3,4.50,13.50,3,0,Credit Card,Large,CosmosDB,2025-08-01 15:36:00.000
630,txn-000630,20250804,85300,118,10,4,2,3.75,7.50,0,3,Credit Card,Small,CosmosDB,2025-08-04 08:53:00.000
631,txn-000631,20250802,231100,224,8,19,1,2.00,2.00,0,2,Credit Card,Medium,CosmosDB,2025-08-02 23:11:00.000
632,txn-000632,20250804,62300,60,2,3,1,3.50,3.50,0,0,Cash,Medium,CosmosDB,2025-08-04 06:23:00.000
633,txn-000633,20250803,72000,252,4,19,2,1.25,2.50,5,3,Debit Card,Small,CosmosDB,2025-08-03 07:20:00.000
634,txn-000634,20250802,131100,175,17,8,2,2.25,4.50,4,0,Cash,Small,CosmosDB,2025-08-02 13:11:00.000
635,txn-000635,20250802,104700,334,16,6,2,4.00,8.00,1,2,Credit Card,Small,CosmosDB,2025-08-02 10:47:00.000
636,txn-000636,20250804,81400,180,14,19,4,2.75,11.00,5,0,Cash,Large,CosmosDB,2025-08-04 08:14:00.000
637,txn-000637,20250804,30000,190,18,20,3,2.75,8.25,0,3,Gift Card,Small,CosmosDB,2025-08-04 03:00:00.000
638,txn-000638,20250802,212400,159,12,3,3,3.50,10.50,2,2,Mobile Pay,Medium,CosmosDB,2025-08-02 21:24:00.000
639,txn-000639,20250803,102500,458,14,17,2,8.75,17.50,4,3,Debit Card,Large,CosmosDB,2025-08-03 10:25:00.000
640,txn-000640,20250802,142900,423,2,14,2,3.50,7.00,1,2,Mobile Pay,Large,CosmosDB,2025-08-02 14:29:00.000
641,txn-000641,20250801,200700,154,11,20,4,3.00,12.00,4,1,Credit Card,Small,CosmosDB,2025-08-01 20:07:00.000
642,txn-000642,20250804,50600,55,11,1,2,3.00,6.00,5,1,Debit Card,Small,CosmosDB,2025-08-04 05:06:00.000
643,txn-000643,20250804,13500,399,17,8,1,2.50,2.50,2,2,Cash,Small,CosmosDB,2025-08-04 01:35:00.000
644,txn-000644,20250801,100700,39,8,19,3,1.25,3.75,0,1,Mobile Pay,Small,CosmosDB,2025-08-01 10:07:00.000
645,txn-000645,20250801,180900,221,8,11,1,2.25,2.25,0,3,Mobile Pay,Small,CosmosDB,2025-08-01 18:09:00.000
646,txn-000646,20250802,212600,470,5,3,2,3.50,7.00,0,2,Mobile Pay,Medium,CosmosDB,2025-08-02 21:26:00.000
647,txn-000647,20250803,220000,475,13,13,2,3.25,6.50,4,2,Cash,Large,CosmosDB,2025-08-03 22:00:00.000
648,txn-000648,20250804,24000,119,6,11,4,2.25,9.00,4,0,Credit Card,Small,CosmosDB,2025-08-04 02:40:00.000
649,txn-000649,20250801,160200,69,9,15,1,6.25,6.25,1,1,Mobile Pay,Large,CosmosDB,2025-08-01 16:02:00.000
650,txn-000650,20250801,183900,303,20,17,4,7.25,29.00,1,1,Mobile Pay,Small,CosmosDB,2025-08-01 18:39:00.000
651,txn-000651,20250802,143100,212,6,12,2,4.25,8.50,5,0,Mobile Pay,Large,CosmosDB,2025-08-02 14:31:00.000
652,txn-000652,20250802,85100,97,4,18,3,7.75,23.25,0,1,Debit Card,Large,CosmosDB,2025-08-02 08:51:00.000
653,txn-000653,20250804,42500,468,19,2,4,4.25,17.00,4,3,Cash,Medium,CosmosDB,2025-08-04 04:25:00.000
654,txn-000654,20250802,205500,7,3,10,4,3.75,15.00,1,2,Gift Card,Small,CosmosDB,2025-08-02 20:55:00.000
655,txn-000655,20250803,145600,456,10,10,3,3.75,11.25,1,3,Cash,Small,CosmosDB,2025-08-03 14:56:00.000
656,txn-000656,20250801,70300,309,7,5,2,4.75,9.50,2,1,Gift Card,Medium,CosmosDB,2025-08-01 07:03:00.000
657,txn-000657,20250802,214100,158,9,15,2,5.50,11.00,1,3,Credit Card,Medium,CosmosDB,2025-08-02 21:41:00.000
658,txn-000658,20250804,1000,344,11,17,2,7.25,14.50,4,0,Debit Card,Small,CosmosDB,2025-08-04 00:10:00.000
659,txn-000659,20250801,145200,20,18,7,2,3.50,7.00,2,2,Debit Card,Small,CosmosDB,2025-08-01 14:52:00.000
660,txn-000660,20250804,61100,16,7,6,4,6.00,24.00,2,1,Credit Card,Large,CosmosDB,2025-08-04 06:11:00.000
661,txn-000661,20250804,64700,187,6,1,2,3.75,7.50,5,1,Gift Card,Medium,CosmosDB,2025-08-04 06:47:00.000
662,txn-000662,20250803,30000,24,17,10,4,4.50,18.00,1,3,Cash,Medium,CosmosDB,2025-08-03 03:00:00.000
663,txn-000663,20250803,161900,294,15,2,2,5.25,10.50,5,2,Cash,Large,CosmosDB,2025-08-03 16:19:00.000
664,txn-000664,20250802,155300,465,19,9,4,5.25,21.00,4,0,Gift Card,Large,CosmosDB,2025-08-02 15:53:00.000
665,txn-000665,20250804,21000,206,16,16,1,5.75,5.75,0,0,Gift Card,Small,CosmosDB,2025-08-04 02:10:00.000
666,txn-000666,20250803,34200,498,19,19,3,1.25,3.75,1,0,Credit Card,Small,CosmosDB,2025-08-03 03:42:00.000
667,txn-000667,20250803,130800,241,6,7,1,4.50,4.50,3,0,Debit Card,Medium,CosmosDB,2025-08-03 13:08:00.000
668,txn-000668,20250802,82100,299,15,2,3,4.25,12.75,1,2,Credit Card,Medium,CosmosDB,2025-08-02 08:21:00.000
669,txn-000669,20250801,74100,253,9,13,1,2.50,2.50,3,0,Gift Card,Medium,CosmosDB,2025-08-01 07:41:00.000
670,txn-000670,20250802,191400,200,9,15,4,6.25,25.00,0,1,Gift Card,Large,CosmosDB,2025-08-02 19:14:00.000
671,txn-000671,20250801,201400,165,18,19,1,2.00,2.00,0,0,Debit Card,Medium,CosmosDB,2025-08-01 20:14:00.000
672,txn-000672,20250803,172400,76,20,9,3,5.25,15.75,1,1,Mobile Pay,Large,CosmosDB,2025-08-03 17:24:00.000
673,txn-000673,20250803,15200,134,7,3,4,4.25,17.00,1,3,Cash,Large,CosmosDB,2025-08-03 01:52:00.000
